country, year,population,beef (kg/capita),pig (kg/capita),poultry (kg/capita),sheep(kg/capita),maize (1000 tonnes),rice (1000 tonnes),soy(1000 tonnes),wheat(1000 tonnes)
IRN,2000,65.623,3.291,0,11.047,5.799,1120,1272.266,142,8088
IRN,2001,66.449,3.558,0,11.633,5.819,1064,1283.694,130,9459
IRN,2002,67.285,3.867,0,12.222,5.821,1430,1862.464,113.9,12450
IRN,2003,68.123,3.809,0,14.152,5.331,1650,1890.584,130,13440
IRN,2004,68.951,4.214,0,14.802,5.401,1926,1639.876,160,14548
IRN,2005,69.762,3.954,0,15.435,5.398,1995,1765.264,200,14308
IRN,2006,70.555,4.726,0,16.756,5.387,2166.13,1684.853,210,14663.745
IRN,2007,71.336,4.961,0,18.381,5.55,2361.299,1718.433,200,15886.609
IRN,2008,72.121,4.426,0,18.931,4.208,1560.992,1335.152,250,6999.977
IRN,2009,72.925,4.45,0,19.282,4.268,1335.003,1378.369,190,12093.028
IRN,2010,73.763,5.647,0,19.836,4.468,1656.996,1606.049,165,12142.988
IRN,2011,74.635,5.192,0,21.34,4.444,1907.007,1220.993,170,8677.966
IRN,2012,75.54,4.561,0,21.829,4.412,1798,1522.2,174,8816.001
IRN,2013,76.482,4.496,0,22.289,4.072,1851.999,1580.247,174,9304.246
IRN,2014,77.466,4.784,0,22.296,4.127,1658.875,1514.003,180,10578.699
IRN,2015,78.492,5.007,0,22.337,4.242,1168.629,1514.266,190,11522.318
IRN,2016,79.564,5.274,0,22.695,3.964,1170.587,1884.075,197,11097.605
IRN,2017,80.674,5.459,0,23.075,4.055,1223.086,1967.25,200,12500
IRN,2018,81.8,5.65,0,23.009,4.218,900,1947.9,210,13400
ISR,1990,4.448,9.966,1.59,34.269,1.173,96,0,0,291
ISR,1991,4.589,12.32,1.569,35.91,1.137,90,0,0,180
ISR,1992,4.753,10.094,1.503,38.337,1.098,79,0,0,254
ISR,1993,4.929,10.652,1.358,39.824,1.24,71,0,0,217
ISR,1994,5.106,13.894,1.312,42.227,1.237,66,0,0,103
ISR,1995,5.271,12.343,1.498,40.693,1.271,64,0,0,242
ISR,1996,5.424,13.616,1.479,40.834,1.202,7,0,0,185
ISR,1997,5.567,14.431,1.637,40.475,1.07,7,0,0,116
ISR,1998,5.699,13.659,1.6,40.238,1.16,8,0,0,155
ISR,1999,5.825,13.468,1.137,41.005,1.234,8,0,0,29
ISR,2000,5.946,16.532,1.916,58.851,1.26,8,0,0,96
ISR,2001,6.061,15.167,1.995,62.384,1.219,7,0,0,162
ISR,2002,6.169,17.774,2.053,63,1.116,6,0,0,179
ISR,2003,6.278,18.342,2.134,61.234,1.176,0,0,0,187
ISR,2004,6.397,8.98,2.164,62.424,1.165,20,0,0,128
ISR,2005,6.529,16.87,2.191,63.62,1.247,13,0,0,201
ISR,2006,6.681,21.967,2.009,66.077,1.386,78,0,0,131.2
ISR,2007,6.847,19.333,2.043,64.857,1.383,93,0,0,159
ISR,2008,7.021,23.448,1.98,63.407,1.46,99,0,0,76
ISR,2009,7.19,17.855,2.08,63.265,1.526,81,0,0,133
ISR,2010,7.346,18.893,1.964,62.6,1.617,86,0,0,112
ISR,2011,7.487,19.583,1.912,62.948,1.829,96,0,0,142
ISR,2012,7.615,18.165,1.945,63.36,1.772,85,0,0,222
ISR,2013,7.735,23.298,1.602,57.249,1.631,110,0,0,178
ISR,2014,7.854,18.672,1.512,61.912,1.789,163.6,0,0,140
ISR,2015,7.978,18.7,1.496,64.756,1.554,89,0,0,173
ISR,2016,8.109,20.296,1.499,68.431,1.442,80,0,0,168
ISR,2017,8.244,20.909,1.354,66.213,1.48,90,0,0,50
ISR,2018,8.382,22.851,1.351,64.771,1.527,94,0,0,70
JPN,1990,123.611167,6,12.98,12.612,0.743,0.807,9512.094,220,952
JPN,1991,124.101,6.401,13.003,11.841,0.759,0.73,8701.224,197,759
JPN,1992,124.567,6.65,13.006,12.195,0.797,0.7,9579.138,188,759
JPN,1993,124.938,7.286,12.901,11.953,0.672,0.5,7097.604,101,638
JPN,1994,125.265,8.003,12.976,12.476,0.563,0.42,10854.786,99,565
JPN,1995,125.570246,8.408,13.029,12.565,0.576,0.3,9737.688,119,444
JPN,1996,125.864,7.966,13.678,12.973,0.497,0.25,9371.664,148,478
JPN,1997,126.166,8.073,12.693,12.627,0.438,0.27,9082.65,145,573
JPN,1998,126.486,8.186,12.586,11.956,0.42,0.23,8117.76,158,570
JPN,1999,126.686,8.174,12.864,12.009,0.352,0.18,8312.55,187.2,583
JPN,2000,126.925843,8.618,13.333,12.84,0.32,0.188,8597.94,235,688
JPN,2001,127.291,7.03,13.659,13.214,0.307,0.17,8205.642,271.4,700
JPN,2002,127.435,7.128,14.335,12.816,0.294,0.16,8053.434,270.2,829
JPN,2003,127.619,6.98,14.113,12.674,0.252,0.142,7059.552,232.2,856
JPN,2004,127.687,6.962,15.052,12.393,0.319,0.15,7909.38,163.2,860
JPN,2005,127.767994,6.234,14.951,13.152,0.364,0.156,8221.044,225,875
JPN,2006,127.900515,6.188,13.995,13.376,0.367,0.147,7751.736,229.2,837
JPN,2007,128.032743,6.38,14.261,13.49,0.264,0,7894.884,226.7,910
JPN,2008,128.08396,6.386,14.509,13.329,0.267,0,7993.638,261.7,881
JPN,2009,128.031514,6.492,14.159,13.682,0.27,0,7677.444,229.9,674.2
JPN,2010,128.057352,6.707,14.348,14.278,0.217,0,7749.924,222.5,571
JPN,2011,127.834233,6.722,14.598,14.212,0.218,0,7760.796,218.8,746.3
JPN,2012,127.592657,6.731,14.515,15.119,0.188,0,7874.952,235.9,858
JPN,2013,127.413888,6.727,14.489,15.041,0.125,0,7898.508,199.9,812
JPN,2014,127.23715,6.689,14.678,15.285,0.14,0,7816.968,231.8,852
JPN,2015,127.094745,6.292,14.96,15.826,0.127,0,7636.674,243.1,1004
JPN,2016,126.932772,6.873,15.377,16.315,0.138,0,7746.3,238,791
JPN,2017,126.70621,7.001,15.942,16.897,0.153,0,7541.544,253,907
JPN,2018,126.44318,7.356,16.003,17.374,0.17,0,7436.448,211,765
KAZ,1990,16.384,0,0,0,0,0,40,0,0
KAZ,1991,16.373,0,0,0,0,368.323,343.5,14,12889
KAZ,1992,16.303,25.195,10.469,7.521,12.436,368,311.48,11.8,18285
KAZ,1993,16.181,27.851,9.373,6.225,14.154,355,268.8,5.86,11585
KAZ,1994,16.022,26.532,7.543,4.405,13.012,234,188.76,5.51,9052
KAZ,1995,15.839,22.513,5.297,3.097,10.541,136,122.99,3.715,7500
KAZ,1996,15.632,19.45,5.344,3.03,9.209,122,150.87,2.953,7678
KAZ,1997,15.406,16.361,4.219,3.172,8.262,111,170.35,3.311,8955
KAZ,1998,15.19,15.689,4.184,3.118,6.833,167,157.47,4,5500
KAZ,1999,15.021,15.725,5.008,2.499,5.74,198,132.93,4,11242
KAZ,2000,14.923,14.607,4.471,3.132,5.569,247,142.938,4,9091
KAZ,2001,14.91,13.929,6.091,3.898,5.679,320,132.533,7,12700
KAZ,2002,14.976,14.239,6.016,4.911,5.92,435,132.8,7,12674
KAZ,2003,15.1,15.029,5.771,5.561,5.55,437,182.291,50,11537
KAZ,2004,15.25,15.742,6.233,6.974,5.814,458,183.959,50,9937
KAZ,2005,15.403,16.8,6.234,8.828,6.046,432,189.828,50,11198.3
KAZ,2006,15.551,18.096,6.434,12.059,6.459,413.61,192.63,48,13460.48
KAZ,2007,15.702,19.274,6.513,11.579,6.87,421.22,196.365,70,16466.87
KAZ,2008,15.862,19.537,7.15,10.747,7.219,420.16,169.885,89,12538.19
KAZ,2009,16.043,18.667,6.684,10.297,7.343,471.2,204.769,94,17052.02
KAZ,2010,16.252,18.486,6.585,12.842,7.657,462.04,248.925,114,9638.4
KAZ,2011,16.491,18.631,7.053,13.83,7.887,481.96,231.316,153,22732.067
KAZ,2012,16.752,18.07,6.934,16.977,7.998,520.43,233.984,170,9841.128
KAZ,2013,17.026,18.322,6.583,15.529,8.035,569.262,229.648,203,13940.809
KAZ,2014,17.303,18.378,6.147,14.175,8.162,663.994,251.459,218,12996.865
KAZ,2015,17.572,18.462,5.561,14.482,8.189,734.093,281.608,220,13747.587
KAZ,2016,17.831,18.403,5.249,14.691,8.267,762.36,298.703,231,14985.379
KAZ,2017,18.08,19.155,5.283,16.422,8.247,784.695,326.497,252,14802.865
KAZ,2018,18.32,19.779,4.809,17.393,8.083,862.094,322.094,260,13946.891
KOR,1990,42.869283,0,0,5.567,0.196,119.868,5605.979,232.786,0.889
KOR,1991,43.295704,5.084,9.938,6.741,0.16,74.606,5384.388,183.171,0.551
KOR,1992,43.747962,5.668,13.314,7.523,0.31,92.203,5330.826,175.925,0.552
KOR,1993,44.194628,5.293,13.41,7.815,0.229,82.107,4749.562,170.151,1.483
KOR,1994,44.64154,5.649,13.829,7.812,0.279,88.578,5059.764,154.38,2.156
KOR,1995,45.092991,6.483,14.384,8.505,0.247,74.465,4694.956,159.64,10.262
KOR,1996,45.524681,6.714,15.35,9.088,0.209,72.168,5322.962,160.081,10.923
KOR,1997,45.95358,7.588,15.126,8.495,0.183,86.763,5449.561,156.489,7.433
KOR,1998,46.286503,6.808,14.906,7.491,0.152,80.203,5096.879,140.441,4.781
KOR,1999,46.616677,8.084,17.096,9.254,0.128,79.333,5262.7,116.12,5.626
KOR,2000,47.008111,8.449,15.956,9.625,0.106,64.205,5290.771,113.196,2.339
KOR,2001,47.370164,7.322,16.564,10.51,0.09,57.218,5514.796,117.723,2.841
KOR,2002,47.644736,8.331,17.013,10.856,0.105,73.223,4926.746,115.024,5.834
KOR,2003,47.89233,8.03,20.876,9.548,0.101,70.242,4451.135,105.089,10.011
KOR,2004,48.082519,6.47,19.283,8.437,0.109,77.616,5000.149,138.57,12.623
KOR,2005,48.184561,5.976,18.856,10.845,0.11,73.47,4768.368,183.338,7.678
KOR,2006,48.438292,6.641,22.715,11.616,0.105,64.623,4679.991,156.404,5.81
KOR,2007,48.683638,7.046,23.956,11.441,0.104,83.513,4407.743,114.245,7.351
KOR,2008,49.054708,7.191,24.179,11.364,0.103,92.83,4843.478,132.674,10.359
KOR,2009,49.307835,7.424,23.472,12.087,0.095,76.975,4916.08,139.251,18.782
KOR,2010,49.554112,7.981,24.309,13.261,0.101,74.339,4295.413,105.345,39.116
KOR,2011,49.936638,8.819,23.378,14.198,0.115,73.612,4224.019,129.394,43.677
KOR,2012,50.199853,8.943,24.173,14.232,0.118,83.21,4006.185,122.519,37.014
KOR,2013,50.428893,9.337,25.31,14.38,0.115,80.465,4230.011,154.067,19.061
KOR,2014,50.746659,9.871,25.668,16.085,0.151,82.008,4240.739,139.267,23.409
KOR,2015,51.014947,10.008,27.92,16.851,0.189,78.243,4326.915,103.504,26.433
KOR,2016,51.217803,10.019,29.098,17.279,0.248,73.681,4196.691,75.448,38.705
KOR,2017,51.361911,10.441,29.536,17.157,0.331,72.587,3972.468,85.644,37.425
KOR,2018,51.635256,10.83,30.604,18.035,0.324,74.684,3868.045,89.41,21.018
MEX,1990,84.169571,7.384,7.339,8.89,0.469,14635,200,575,3931
MEX,1991,85.748742,8.976,7.895,10.245,0.608,14251.5,190,724.969,4060.738
MEX,1992,87.312337,9.367,7.832,10.833,0.652,16929.342,200,593.54,3620.503
MEX,1993,88.850856,8.495,7.635,12.522,0.661,18125.263,189.539,497.566,3582.45
MEX,1994,90.362709,9.978,8.21,13.371,0.688,18235.826,246.587,522.583,4150.922
MEX,1995,91.843905,8.551,8.045,14.55,0.424,18352.856,242.24,189.774,3468.217
MEX,1996,93.294783,9.93,7.768,14.221,0.414,18025.952,260.09,56.074,3375.008
MEX,1997,94.720541,10.191,8.001,16.282,0.509,17656.258,309.84,184.526,3656.594
MEX,1998,96.11696,10.983,8.461,17.693,0.531,18454.71,302.354,150.3,3235.08
MEX,1999,97.482584,10.882,8.667,18.779,0.603,17706.4,231.82,132.819,3020.9
MEX,2000,98.785275,10.79,9.228,19.842,0.714,17556.9,249.526,102.4,3493.21
MEX,2001,100.105299,11.048,9.416,20.633,0.756,20134.312,226.639,121.8,3275.459
MEX,2002,101.493987,11.824,9.696,21.781,0.761,19297.755,227.194,86.5,3236.183
MEX,2003,102.890474,10.955,9.989,22.93,1.014,20701.42,273.266,126.006,2715.772
MEX,2004,104.272444,10.407,10.234,23.435,0.869,21685.833,278.54,133.347,2321.224
MEX,2005,105.669369,10.671,10.079,25.15,0.714,19338.713,291.149,187.017,3015.177
MEX,2006,107.155391,10.01,10.275,25.467,0.685,21893.209,337.25,81.113,3378.116
MEX,2007,108.744845,10.704,10.292,25.536,0.696,23512.752,294.697,88.371,3515.392
MEX,2008,110.405454,11.219,10.191,25.904,0.681,24410.279,224.371,153.022,4213.546
MEX,2009,112.095388,10.553,11.085,25.936,0.605,20142.816,263.028,120.942,4116.162
MEX,2010,113.748671,9.966,10.989,26.388,0.562,23301.879,216.677,167.666,3676.708
MEX,2011,115.367452,9.056,10.332,26.867,0.535,17635.417,173.461,205.234,3627.511
MEX,2012,116.93567,9.055,11.169,27.111,0.495,22069.255,178.787,247.5,3274.337
MEX,2013,118.453929,9.023,11.663,27.329,0.555,22663.954,179.776,239.248,3357.307
MEX,2014,119.936411,8.911,11.733,27.798,0.548,23273.257,232.159,387.367,3669.814
MEX,2015,121.3478,8.913,12.527,28.367,0.554,24694.046,236.018,341.088,3710.706
MEX,2016,122.715165,9.134,12.84,29.062,0.524,28250.783,254.043,509.114,3862.914
MEX,2017,124.041731,9.162,13.305,29.785,0.529,27762.481,265.567,432.928,3503.521
MEX,2018,125.327797,9.243,14.05,30.101,0.533,27169.4,283.764,324.011,2943.445
MYS,1990,18.03,2.584,10.059,18.812,0.371,35,1215.07,0,0
MYS,1991,18.52,2.912,9.992,22.39,0.369,35,1241.69,0.001,0
MYS,1992,19.003,2.949,10.489,25.743,0.437,36,1298.18,0.001,0
MYS,1993,19.485,3.001,10.685,28.921,0.417,38,1357.08,0.001,0
MYS,1994,19.978,3.235,11.224,29.979,0.399,40,1379.01,0.001,0
MYS,1995,20.488,3.53,10.922,30.274,0.524,43,1372.55,0.001,0
MYS,1996,21.018,3.826,10.418,29.874,0.621,45,1438.61,0.001,0
MYS,1997,21.563,3.743,10.251,29.518,0.541,48,1368.24,0.001,0
MYS,1998,22.115,3.276,9.427,29.24,0.533,50,1256.79,0.001,0
MYS,1999,22.661,3.549,5.818,29.432,0.552,57,1316.92,0.001,0
MYS,2000,23.194,4.203,5.822,28.063,0.545,65,1381.03,0.001,0
MYS,2001,23.709,2.491,6.654,28.949,0.622,67,1351.464,0.001,0
MYS,2002,24.208,4.403,6.805,30.899,0.555,70,1415.148,0.001,0
MYS,2003,24.699,4.354,6.158,31.023,0.462,72,1454.155,0.001,0
MYS,2004,25.191,5.203,6.315,32.615,0.544,72,1467.049,0.001,0
MYS,2005,25.691,5.105,6.447,33.496,0.556,75,1489.776,0.001,0
MYS,2006,26.202,4.832,6.555,34.999,0.593,32.075,1406.897,0.001,0
MYS,2007,26.72,4.717,5.923,36.446,0.647,32.075,1530.593,0.001,0
MYS,2008,27.236,4.258,5.711,37.253,0.646,32.959,1516.462,0.001,0
MYS,2009,27.735,4.562,5.852,37.645,0.655,36.396,1620.223,0.001,0
MYS,2010,28.208,4.587,6.835,40.089,0.765,47.602,1588.44,0.001,0
MYS,2011,28.651,4.835,6.187,40.748,0.65,59.842,1661.572,0.001,0
MYS,2012,29.068,4.928,6.018,41.891,0.761,83.601,1674.744,0.001,0
MYS,2013,29.469,5.322,5.909,43.61,0.89,86.499,1677.002,0.001,0
MYS,2014,29.867,5.387,5.913,46.304,1.039,59.188,1834.842,0.001,0
MYS,2015,30.271,5.823,6.154,47.259,1.102,62.46,1765.55,0.001,0
MYS,2016,30.685,5.403,5.493,50.182,1.063,64.867,1764.261,0.001,0
MYS,2017,31.105,5.219,5.384,48.522,1.2,72.561,1654.181,0.001,0
MYS,2018,31.528,5.297,5.43,48.796,1.122,84.17,1816.436,0.001,0
NGA,1990,95.212,1.501,0.875,1.608,1.521,5768,1500,0,50
NGA,1991,97.668,1.474,0.853,1.486,1.535,5810,1935.6,145,60
NGA,1992,100.162,1.469,0.876,1.422,1.529,5840,1956,154,40
NGA,1993,102.701,1.665,0.888,1.413,1.551,6290,1839,163,33
NGA,1994,105.294,1.761,0.9,1.404,1.718,6902,1456.2,178,35
NGA,1995,107.948,1.731,0.966,1.377,1.811,6931,1975.8,192,44
NGA,1996,110.669,1.776,0.974,1.351,1.894,5667,1873.2,322,47
NGA,1997,113.458,1.82,0.981,1.326,2.089,5254,1960.8,361,66
NGA,1998,116.32,1.795,0.987,1.301,2.192,5127,1965,410,98
NGA,1999,119.26,1.753,1.021,1.283,2.301,5476,1966.2,429,101
NGA,2000,122.284,1.597,1.004,1.154,2.421,4107,1978.8,436,73
NGA,2001,125.394,1.764,1.028,1.328,2.57,4596,1651.2,464,51
NGA,2002,128.596,1.947,1.167,1.33,2.546,4890,1756.8,494,54
NGA,2003,131.901,1.64,1.059,1.344,2.513,5203,1869.6,528,58
NGA,2004,135.32,1.672,1.073,1.371,2.51,5567,2000.4,565,62
NGA,2005,138.864992,1.54,1.086,1.386,2.496,5957,2140.2,605,66
NGA,2006,142.538,1.275,1.102,1.432,2.504,7100,2425.2,617,71
NGA,2007,146.34,1.568,1.115,1.462,2.497,6712,1911.6,600,44
NGA,2008,150.27,1.528,1.129,1.522,2.475,7525,2507.4,720,53
NGA,2009,154.324992,1.497,1.143,1.556,2.469,7358,2127.75,620,80
NGA,2010,158.503008,1.357,1.152,1.36,2.543,7677,2683.512,620,108
NGA,2011,162.804992,1.508,1.166,1.071,2.064,8878,2767.569,680,165
NGA,2012,167.228992,1.21,1.162,1.206,1.787,8695,3259.758,650,100
NGA,2013,171.766,1.544,1.156,0.989,1.919,10379.8,3490.92,518,80
NGA,2014,176.404992,1.511,1.117,0.981,1.916,10901.6,4014,679,70
NGA,2015,181.136992,1.483,1.147,0.994,1.912,9540.2,4544.052,650,60
NGA,2016,185.96,1.393,1.153,0.99,1.832,9598.4,4687.326,760,60
NGA,2017,190.872992,1.368,1.137,0.929,1.832,11082.96,4701.06,650,74
NGA,2018,195.875008,1.343,1.119,0.89,1.775,11033.7,5339.58,700,74
NZL,1990,3.398,26.072,10.972,14.58,27.826,183.388,0,0,180.69
NZL,1991,3.446,24.03,10.554,14.887,29.771,163.842,0,0,191.039
NZL,1992,3.503,24.801,10.968,15.298,29.918,133.069,0,0,219.414
NZL,1993,3.564,24.151,11.593,16.837,21.451,142.768,0,0,241.853
NZL,1994,3.623,21.023,13.053,18.304,38.563,160.797,0,0,245.173
NZL,1995,3.675,28.218,12.425,22.268,30.028,209.7,0,0,277.014
NZL,1996,3.717,29.057,12.508,21.561,15.187,193.8,0,0,305.923
NZL,1997,3.752,25.258,11.86,20.901,26.157,176.1,0,0,302.334
NZL,1998,3.784,21.919,12.507,22.654,26.385,197.22,0,0,281.586
NZL,1999,3.818,23.146,13.388,23.193,22.731,181.251,0,0,325.164
NZL,2000,3.859,23.267,13.382,24.555,25.484,176.8,0,0,364
NZL,2001,3.908,21.663,12.548,26.459,27.061,148.8,0,0,301.499
NZL,2002,3.963,16.952,12.959,28.702,20.607,211.685,0,0,318.916
NZL,2003,4.022,23.15,13.784,31.078,24.336,234.248,0,0,255.86
NZL,2004,4.08,20.182,14.847,32.25,20.494,210.253,0,0,318.947
NZL,2005,4.135,15.749,15.039,33.828,20.19,215.649,0,0,261.798
NZL,2006,4.186,17.187,16.012,32.135,19.05,185.627,0,0,344.434
NZL,2007,4.233,20.094,16.083,30.451,17.335,205.557,0,0,343.35
NZL,2008,4.278,20.143,16.066,30.258,13.529,237.844,0,0,403.463
NZL,2009,4.323,17.779,15.913,28.3,6.384,188.812,0,0,444.89
NZL,2010,4.37,17.165,14.81,28.78,5.909,210.175,0,0,383.262
NZL,2011,4.419,16.522,15.978,29.516,5.551,211.231,0,0,488.614
NZL,2012,4.468,15.779,16.108,32.517,5.55,201.659,0,0,447.799
NZL,2013,4.519,15.883,15.894,32.316,6.144,202,0,0,467.274
NZL,2014,4.568,15.402,16.365,33.438,6.271,237,0,0,413.5
NZL,2015,4.615,13.864,17.787,33.715,5.867,226,0,0,399.116
NZL,2016,4.659,12.519,17.451,37.348,5.518,210,0,0,459.3
NZL,2017,4.702,12.063,18.574,38.57,5.293,175.6,0,0,405.2
NZL,2018,4.743,11.837,18.934,39.619,4.24,192,0,0,371
PAK,1990,107.648,4.334,0,1.313,3.955,1185,3262.29,0,14315
PAK,1991,110.779,4.398,0,1.231,4.125,1203,3244.95,1.327,14565
PAK,1992,113.911,4.498,0,1.34,4.301,1184,3116.22,2.355,15684
PAK,1993,117.087,4.603,0,2.03,4.484,1213,3995.33,5.268,16157
PAK,1994,120.363,4.716,0,2.207,4.68,1318,3447.05,7.228,15213
PAK,1995,123.777,4.826,0,2.239,4.894,1504,3965.98,2.694,17002
PAK,1996,127.349,3.984,0,2.513,3.029,1491,4304.81,7.311,16907
PAK,1997,131.057,4.484,0,2.67,2.959,1517,4332.83,9,16650
PAK,1998,134.843008,4.477,0,1.921,2.96,1665,4673.66,9,18694
PAK,1999,138.624992,4.481,0,2.046,2.959,1652,5155.91,9,17857.6
PAK,2000,142.344,4.477,0,2.109,2.946,1643.2,4802.4,9,21078.6
PAK,2001,145.978,4.489,0,2.138,2.974,1664.4,3881.94,9,19023.7
PAK,2002,149.55,4.505,0,2.189,2.988,1737.1,4478.905,9,18226.5
PAK,2003,153.092992,4.507,0,2.248,2.987,1897.4,4847.756,9,19183.3
PAK,2004,156.664992,4.538,0,2.237,2.996,2797,5024.511,9,19499.8
PAK,2005,160.304,4.566,0.001,2.224,3.011,3109.6,5547.439,9,21612.3
PAK,2006,164.023008,5.816,0.001,2.9,2.201,3088,5438.051,9,21276.8
PAK,2007,167.808,5.862,0,3.067,2.2,3604.7,5558.778,9,23294.7
PAK,2008,171.648992,5.887,0,3.257,2.207,3593,6954.142,9,20958.8
PAK,2009,175.526,5.944,0,3.484,2.194,3261.5,6882.773,9,24033
PAK,2010,179.424992,5.999,0,3.78,2.177,3706.91,4822.41,9,23310.8
PAK,2011,183.34,6.078,0,4.005,2.159,4338.38,6159.745,9,25213.8
PAK,2012,187.28,6.108,0,4.223,2.151,4220.1,5536.1,4,23473.4
PAK,2013,191.260992,6.194,0,4.457,2.21,4944.21,6798.064,4,24211.36
PAK,2014,195.304992,6.228,0,4.785,2.187,4936.747,7003,10,25979.339
PAK,2015,199.427008,6.266,0,5.123,2.178,5270.914,6800.999,4,25086.174
PAK,2016,203.631008,6.385,0,5.469,2.091,6134,6849.023,2,25633
PAK,2017,207.906,6.514,0,5.819,2.086,5902,7450.39,2,26674
PAK,2018,212.228,6.451,0,6.176,2.058,6309,7202.266,2,25076
PER,1990,22.071,3.96,2.377,10.044,1.42,660,661.71,0,88
PER,1991,22.522,3.755,2.411,11.672,1.155,520,561.66,0.304,87
PER,1992,22.967,3.533,2.508,12.496,1.105,772,572.01,0.963,94
PER,1993,23.408,3.413,2.545,11.622,1.022,725,667.92,0.8,126
PER,1994,23.851,3.185,2.579,11.941,0.966,715,966.96,1.358,127
PER,1995,24.299,3.388,2.612,13.09,0.972,810,765.14,2.209,125
PER,1996,24.754,3.419,2.665,14.095,0.972,826,806.01,7.268,146
PER,1997,25.211,3.625,2.733,15.665,0.999,933,978.06,3,124
PER,1998,25.658,3.638,2.205,16.523,1.013,1059,1037.83,3,146
PER,1999,26.078,3.816,2.028,17.38,1.271,1241,1309.85,3,170
PER,2000,26.46,3.602,2.768,17.653,1.277,1311,1288.823,3,188
PER,2001,26.799,3.554,2.772,17.588,1.278,1291,1379.16,3,182
PER,2002,27.101,3.652,2.722,18.655,1.233,1354,1438.301,3,187
PER,2003,27.372,3.758,2.698,19.11,1.25,1200,1450.036,3,190
PER,2004,27.624,3.846,2.842,18.853,1.298,1243,1254.529,3,170
PER,2005,27.866,4.029,2.976,20.953,1.286,1269,1678.483,3,179
PER,2006,28.102,4.165,3.076,22.6,1.28,1362,1607.178,3,191
PER,2007,28.333,4.16,3.2,24.248,1.26,1481,1655.891,3,182
PER,2008,28.562,4.097,3.183,27.244,1.222,1560,1899.906,3,207
PER,2009,28.793,4.077,3.143,29.737,1.202,1541,2033.987,5,226
PER,2010,29.028,4.22,3.191,31.201,1.193,1516,1925.334,5,219
PER,2011,29.264,4.328,3.192,33.26,1.195,1674,1784.631,5,214
PER,2012,29.507,4.449,3.307,36.03,1.213,1671.35,2069.465,5,226
PER,2013,29.774,4.568,3.423,36.935,1.191,1530,2071.806,5,230.02
PER,2014,30.09,4.563,3.607,38.206,1.153,1746,1969.697,5,218.9
PER,2015,30.471,4.506,3.814,38.182,1.096,1510,2142.958,5,214.8
PER,2016,30.926,4.368,3.914,40.296,1.102,1482.3,2152.709,5,191
PER,2017,31.444,4.229,4.103,41.705,1.067,1565.85,2066.357,5,192.098
PER,2018,31.989,4.242,4.131,44.467,1.054,1520,2385.335,5,194.541
PHL,1990,61.895,1.567,8.623,3.437,0.386,4854,6463.48,0,0
PHL,1991,63.455,1.538,8.618,3.98,0.347,4655,5972.32,3.24,0
PHL,1992,65.02,1.6,7.894,4.159,0.36,4619,6221.5,3.676,0
PHL,1993,66.594,1.686,8.555,4.806,0.378,4798,6488.98,4.275,0
PHL,1994,68.181,1.855,8.658,4.919,0.39,4129,6786.55,4.344,0
PHL,1995,69.784,2.118,9.094,5.293,0.388,4161,7316.73,3.524,0
PHL,1996,71.402,2.345,11.386,5.862,0.378,4345,7319.35,2,0
PHL,1997,73.031,2.693,11.721,6.246,0.374,4332,6536.86,1,0
PHL,1998,74.672,2.635,11.953,6.109,0.372,3823,6723.48,2,0
PHL,1999,76.326,3.17,12.392,6.322,0.388,4585,7819.87,2,0
PHL,2000,77.992,3.371,12.5,6.518,0.387,4511.1,8184.81,2,0
PHL,2001,79.673,3.149,12.714,6.929,0.377,4525,8540.586,2,0
PHL,2002,81.365,3.257,13.146,7.245,0.369,4313,8488.266,2,0
PHL,2003,83.052,3.195,13.199,7.213,0.356,4615.6,9259.332,1,0
PHL,2004,84.711,3.388,12.783,7.338,0.354,5413.4,9477.114,1,0
PHL,2005,86.326,3.061,12.989,7.175,0.374,5253.2,9881.286,1,0
PHL,2006,87.889,3.01,14.069,7.222,0.456,6082.11,10146.81,1,0
PHL,2007,89.405,3.362,14.305,8.058,0.494,6736.94,10877.982,1,0
PHL,2008,90.902,3.339,14.144,8.611,0.523,6928.225,11163.78,1,0
PHL,2009,92.414,3.053,14.214,8.744,0.525,7034.033,10144.194,1,0
PHL,2010,93.967,3.185,14.368,9.324,0.527,6376.796,10940.112,1,0
PHL,2011,95.57,3.039,14.141,9.755,0.52,6971.221,11116.692,1,0
PHL,2012,97.213,2.93,14.012,10.538,0.499,7407.068,11862.252,1,0
PHL,2013,98.872,2.853,14.189,10.824,0.494,7377.293,12309.588,1,0
PHL,2014,100.513,3.07,14.04,11.522,0.494,7770.603,12367.794,1,0
PHL,2015,102.113,3.011,14.356,12.217,0.497,7518.756,11427.458,1,0
PHL,2016,103.664,3.136,14.855,12.541,0.501,7218.817,12131.406,1,0
PHL,2017,105.173,3.162,14.671,12.782,0.512,7914.908,12700.929,1,0
PHL,2018,106.651,3.161,14.965,13.18,0.51,7771.919,12178.527,1,0
PRY,1990,4.223,14.26,21.868,5.163,0.715,401,60.2,0,259
PRY,1991,4.334,28.434,21.748,3.788,0.678,450,59.5,1617.94,328
PRY,1992,4.445,31.769,22.257,4.003,0.643,439,69.3,1793.54,425
PRY,1993,4.556,29.731,21.774,4.284,0.634,462,63,1795.79,376
PRY,1994,4.666,29.124,21.436,5.838,0.626,816,66.5,2212.11,209
